aX,aY,aZ,gX,gY,gZ
0.084,0.996,-0.144,-0.854,10.132,4.822
0.072,0.999,-0.169,-0.305,8.972,2.197
0.070,0.971,-0.192,-1.282,6.042,-1.221
0.077,0.945,-0.198,-2.686,1.953,-2.930
0.090,0.954,-0.187,-4.211,-1.587,-3.174
0.113,0.987,-0.164,-6.042,-4.944,-3.784
0.129,1.015,-0.126,-8.057,-7.324,-6.592
0.112,1.000,-0.100,-6.531,-7.935,-11.230
0.320,-2.259,0.559,6.653,31.799,64.026
0.332,-2.460,0.624,-1.465,35.217,111.938
0.383,-2.501,0.757,-21.729,39.490,169.006
0.325,-2.480,0.894,-40.771,49.988,222.717
0.224,-2.451,0.992,-39.856,68.542,267.639
0.112,-2.380,1.001,-24.475,91.614,311.646
0.016,-2.303,0.947,-7.263,114.441,352.844
-0.079,-2.215,0.820,1.038,135.010,388.977
-0.209,-2.132,0.702,10.010,148.865,422.119
-0.372,-2.079,0.616,10.376,154.846,453.613
-0.532,-2.138,0.614,-1.221,156.128,483.521
-0.716,-2.265,0.695,-18.982,156.067,520.020
-1.076,-2.273,0.832,-50.781,163.391,575.378
-1.460,-2.433,0.973,-64.819,180.664,638.550
-2.076,-2.632,1.208,-83.923,210.327,705.811
-2.862,-2.425,1.232,-65.491,260.376,798.828
-3.493,-1.790,1.048,-9.888,314.453,906.311
-3.926,-0.940,0.850,29.480,355.530,995.728
-4.000,-0.036,0.668,44.312,386.230,1049.500
-4.000,0.948,0.481,43.457,411.743,1064.331
-4.000,1.835,0.296,49.622,429.687,1030.701
-3.727,2.544,0.067,63.965,440.002,951.660
-3.229,3.158,-0.192,86.304,439.453,842.957
-2.547,3.705,-0.370,101.990,422.974,715.820
-1.675,4.000,-0.560,128.540,393.738,569.641
-1.029,4.000,-0.592,135.620,354.004,408.691
-0.831,3.960,-0.575,133.545,312.622,242.371
-0.777,3.241,-0.630,133.240,273.743,96.069
-0.791,2.373,-0.734,127.747,234.192,-15.991
-0.732,1.540,-0.789,108.582,185.669,-93.994
-0.731,0.747,-0.721,86.243,132.202,-145.386
-0.640,0.080,-0.583,61.096,83.862,-163.513
-0.466,-0.456,-0.382,38.513,44.983,-147.156
-0.369,-0.741,-0.146,32.959,19.104,-97.656
-0.327,-0.695,0.088,40.894,8.118,-23.315
-0.320,-0.241,0.306,56.396,11.597,54.871
-0.331,0.327,0.368,82.336,26.672,109.741
-0.346,0.856,0.284,93.445,43.518,137.512
-0.347,1.255,0.141,101.196,55.481,142.578
-0.342,1.526,-0.000,94.849,55.847,130.432
-0.363,1.755,-0.081,74.829,43.579,112.671
-0.335,1.946,-0.090,47.485,23.804,88.989
-0.304,2.043,-0.099,24.353,4.333,57.678
-0.252,1.994,-0.004,8.240,-15.137,19.348
-0.154,1.812,0.139,-4.272,-29.602,-15.625
-0.063,1.544,0.202,-10.254,-32.043,-40.955
-0.030,1.343,0.209,-9.216,-26.184,-52.124
0.056,1.191,0.162,-6.897,-18.921,-52.979
0.064,1.012,0.128,-9.033,-12.878,-49.683
0.070,0.913,0.115,-9.766,-8.667,-37.415
-0.027,0.902,0.095,-11.963,-2.991,-19.531
-0.007,0.991,0.018,-10.315,1.404,-4.333
0.007,1.104,-0.062,-10.803,3.540,2.747
0.033,1.146,-0.110,-12.451,1.953,1.221
-0.009,1.056,-0.077,-15.442,-3.357,-5.920
-0.069,0.984,-0.027,-21.362,-7.568,-8.545
-0.126,0.953,-0.018,-22.522,-8.606,-6.775
-0.127,0.951,-0.046,-20.325,-8.118,-4.333
-0.084,0.937,-0.112,-18.066,-8.667,-4.333
-0.033,0.942,-0.160,-20.996,-13.550,-5.615
-0.048,1.013,-0.170,-27.832,-21.729,-5.066
-0.121,1.111,-0.110,-33.875,-31.189,-6.531
-0.078,1.170,0.012,-35.828,-39.795,-13.733
0.009,1.090,0.100,-28.687,-40.161,-24.719
0.021,0.994,0.138,-19.348,-32.593,-31.494
0.027,0.950,0.122,-11.414,-21.301,-31.006
0.057,0.924,0.063,-6.531,-10.803,-28.625
0.074,0.903,0.004,-3.113,-3.845,-26.001
0.074,0.866,-0.013,0.305,-1.221,-24.170
0.083,0.808,-0.005,3.845,-0.122,-22.278
0.091,0.787,0.001,7.935,1.770,-16.418
0.104,0.783,0.000,11.536,4.333,-8.423
0.096,0.787,-0.001,13.794,7.446,-1.526
0.075,0.863,-0.023,15.381,10.681,6.226
0.071,0.958,-0.053,15.930,12.268,11.658
0.055,1.014,-0.072,15.503,11.169,12.390
0.033,1.000,-0.048,14.587,7.812,9.399
0.033,1.003,-0.012,13.245,4.333,8.606
0.022,1.026,0.018,11.902,3.296,9.094
-0.005,1.059,0.029,12.756,4.028,7.996
0.004,1.073,0.039,12.573,4.944,4.944
0.011,1.077,0.014,13.428,6.042,2.319
0.007,1.047,0.003,12.512,5.615,-0.122
0.005,1.031,-0.005,9.399,3.906,-1.404
-0.000,1.021,0.005,6.592,1.404,-1.831
-0.010,0.996,0.056,4.700,-0.488,-2.441
-0.032,1.015,0.086,2.563,0.366,-2.075
-0.036,1.029,0.052,5.493,3.906,-2.930
-0.008,1.021,-0.009,7.446,5.798,-5.920
-0.023,0.990,-0.050,7.263,4.028,-8.667
-0.023,0.903,-0.018,4.944,-1.282,-9.827
-0.018,0.863,0.036,1.282,-5.737,-5.615
0.006,0.915,0.075,-1.404,-6.714,2.686
0.025,1.018,0.076,-3.113,-4.822,9.033
0.003,1.123,0.031,-2.075,-1.892,9.888
-0.012,1.146,0.005,-1.648,-1.648,3.967
0.039,1.033,0.035,-2.808,-3.723,-4.395
0.025,0.881,0.079,-2.808,-4.272,-8.362
0.008,0.877,0.091,-3.723,-1.831,-1.587
-0.005,0.949,0.054,-2.686,1.953,6.775
0.005,1.028,0.001,-1.526,4.456,9.705
0.006,1.059,-0.042,-0.244,3.784,6.714
0.001,1.080,-0.072,-1.282,0.427,1.282
0.014,1.086,-0.066,-4.578,-4.089,-4.028
0.027,0.968,0.007,-7.629,-9.949,-10.925
0.027,0.818,0.107,-8.667,-12.634,-12.695
0.010,0.797,0.141,-6.592,-7.996,-3.418
0.017,0.888,0.114,-3.296,-0.366,8.362
0.026,1.023,0.049,-0.610,5.981,15.808
0.018,1.106,-0.020,1.831,9.338,15.442
-0.006,1.145,-0.086,1.343,8.606,9.644
-0.004,1.153,-0.135,-1.221,4.211,1.404
0.001,1.070,-0.117,-5.127,-3.601,-8.301
0.001,0.938,-0.020,-9.094,-12.024,-16.113
0.000,0.878,0.044,-11.108,-14.404,-15.015
0.018,0.875,0.060,-9.521,-11.658,-9.399
0.040,0.911,0.043,-8.423,-7.507,-4.272
0.056,0.941,0.054,-5.798,-4.395,-0.916
0.054,0.879,0.074,-2.014,-1.831,0.366
0.563,0.656,0.693,159.973,125.732,-3.235
0.455,0.530,-0.034,72.754,172.668,18.005
0.018,0.802,-0.555,19.531,137.146,56.702
-0.358,1.269,-1.081,-72.815,81.726,69.885
-0.289,1.365,-0.486,-102.356,3.601,36.316
0.095,1.037,-0.049,-8.240,-27.039,-10.315
0.484,0.861,-0.306,-3.845,-12.329,-41.626
0.464,0.829,-0.026,-40.161,-42.358,-48.279
0.318,1.000,0.279,-98.511,-69.885,-29.541
0.187,1.044,0.278,-98.572,-47.363,-16.174
0.197,1.019,0.012,-46.326,-10.437,-16.113
0.175,0.833,-0.032,-2.441,1.709,-11.841
0.274,0.957,0.051,15.381,6.409,6.714
