aX,aY,aZ,gX,gY,gZ
0.400,-0.845,0.018,6.531,5.188,-1.831
0.395,-0.897,0.021,4.578,4.395,-6.836
0.380,-0.959,0.036,3.357,3.540,-9.583
0.365,-1.026,0.026,7.507,3.540,-8.545
0.367,-1.072,0.014,9.583,3.845,-4.089
0.377,-1.079,0.009,10.315,3.845,2.502
0.404,-1.083,-0.001,16.113,3.296,10.864
0.396,-1.107,-0.015,24.719,2.502,18.005
0.388,-1.075,0.008,27.283,1.099,25.818
0.380,-0.989,0.023,36.255,1.038,33.569
0.389,-0.902,-0.008,41.199,2.930,37.170
0.387,-0.877,-0.056,38.147,4.395,34.668
0.381,-0.869,-0.067,29.663,2.869,30.151
0.395,-0.864,-0.049,22.766,-0.061,26.245
0.402,-0.880,-0.025,16.052,-1.343,22.400
0.428,-0.901,0.037,8.240,-1.160,19.348
0.429,-0.906,0.062,7.507,1.099,18.616
0.589,-0.853,0.623,-39.246,0.427,19.531
0.254,-0.891,0.390,-82.947,21.301,16.479
0.373,-0.955,-0.054,5.005,62.805,17.578
0.478,-0.925,-0.213,-4.028,67.261,18.921
0.448,-0.860,-0.182,-26.978,52.368,18.982
0.453,-0.843,-0.143,-19.714,39.185,14.954
0.611,-0.840,-0.092,-25.635,28.992,10.071
0.796,-0.856,0.166,-64.636,19.897,7.324
0.564,-0.839,0.358,-78.064,20.691,5.737
0.327,-0.908,0.362,-60.913,40.955,0.183
0.115,-0.896,0.186,-51.697,65.796,-2.563
0.049,-0.649,0.028,-42.236,80.994,-1.038
0.112,-0.723,-0.361,-2.502,87.280,-11.902
0.362,-0.873,-0.622,14.526,72.083,-27.161
0.380,-0.986,-0.597,9.094,30.029,-28.381
0.306,-1.021,-0.330,10.681,-10.742,-21.729
0.070,-1.026,-0.038,1.831,-36.499,-13.123
0.397,-0.935,0.351,-53.162,-37.354,-5.798
0.594,-0.853,0.324,-33.752,-24.536,1.404
0.270,-0.970,0.176,31.677,-5.371,-3.052
0.389,-0.976,-0.001,19.104,5.859,-2.869
0.447,-0.980,-0.139,16.296,7.690,1.709
0.704,2.441,-0.647,20.264,11.719,-112.061
0.917,2.706,-1.269,-3.723,10.864,-150.696
0.457,3.447,-1.635,6.409,-16.602,-166.138
-0.204,4.000,-1.486,64.087,-58.167,-220.886
-1.307,4.000,-1.751,41.016,-98.877,-406.128
-2.009,4.000,-1.602,-1.831,-171.326,-601.685
-2.200,2.971,-0.653,34.485,-265.747,-765.076
-2.147,1.524,0.097,92.590,-309.204,-843.445
-1.941,0.438,0.661,113.953,-303.772,-838.989
-1.547,-0.418,1.171,84.473,-265.076,-793.945
-1.111,-0.726,1.694,9.583,-200.195,-714.050
-1.281,-0.609,1.564,-5.005,-105.652,-624.146
-1.148,-0.911,0.805,34.790,-5.859,-563.171
-0.967,-1.538,0.144,90.942,47.729,-519.775
-0.800,-2.138,-0.136,120.056,47.668,-461.304
-0.524,-2.239,0.035,91.797,20.691,-374.146
-0.254,-1.720,0.271,55.969,0.977,-274.780
-0.133,-0.995,0.261,53.772,-0.549,-205.200
-0.125,-0.534,0.124,75.928,2.075,-187.866
-0.129,-0.396,-0.005,114.868,-4.517,-208.984
-0.085,-0.443,-0.075,143.494,-20.935,-244.751
-0.029,-0.686,0.021,128.479,-44.067,-280.762
0.080,-0.991,0.214,90.149,-64.087,-295.471
0.341,-1.223,0.332,66.589,-70.374,-279.114
0.600,-1.325,0.482,27.283,-66.223,-240.601
0.700,-1.196,0.587,-20.508,-53.833,-188.721
0.624,-1.017,0.577,-42.419,-30.884,-141.052
0.682,-0.801,0.474,-34.851,-6.531,-105.652
0.729,-0.400,0.347,-24.353,14.038,-88.867
0.619,-0.458,0.253,-20.264,28.992,-110.718
0.636,-0.628,0.167,2.869,35.156,-141.541
0.611,-0.697,0.201,12.817,38.513,-166.077
0.471,-0.913,0.198,26.001,45.349,-193.176
0.396,-1.245,0.080,33.142,57.922,-211.243
0.352,-1.515,-0.075,27.832,65.857,-209.839
0.321,-1.642,-0.195,19.165,64.270,-188.171
0.321,-1.641,-0.178,10.559,53.650,-155.701
0.330,-1.538,-0.137,11.047,41.931,-122.131
0.344,-1.415,-0.100,6.958,34.851,-92.590
0.357,-1.363,-0.140,11.230,30.151,-71.289
0.384,-1.363,-0.181,13.916,24.902,-54.077
0.424,-1.350,-0.170,15.381,15.381,-37.598
0.440,-1.296,-0.124,12.939,5.127,-21.790
0.464,-1.220,-0.063,9.460,-2.136,-8.179
0.478,-1.156,-0.022,10.437,-5.981,-0.061
0.486,-1.112,-0.016,11.780,-6.958,3.235
0.486,-1.072,-0.035,11.780,-7.385,3.418
0.475,-1.043,-0.025,8.911,-9.583,2.014
0.515,-1.041,0.008,4.272,-12.329,0.610
0.519,-1.060,0.022,2.869,-12.695,-1.465
0.503,-1.066,0.024,0.916,-11.963,-2.502
0.501,-1.030,0.033,-0.977,-11.902,-1.404
0.491,-0.986,0.039,-1.526,-12.268,0.183
0.459,-0.977,0.026,-3.052,-12.695,-0.244
0.451,-0.976,0.052,-5.310,-14.465,0.732
0.471,-0.970,0.087,-2.563,-15.869,3.845
0.472,-0.955,0.094,-0.977,-14.648,6.348
0.453,-0.915,0.082,-2.380,-12.878,8.179
0.438,-0.859,0.072,-3.784,-12.451,9.216
0.443,-0.823,0.087,-5.005,-13.611,8.362
0.448,-0.848,0.107,-4.395,-14.465,5.737
0.452,-0.873,0.135,-3.296,-13.184,3.784
0.422,-0.900,0.090,-3.967,-10.071,3.723
0.420,-0.895,0.051,-2.869,-10.315,6.836
0.431,-0.872,0.073,-2.441,-13.916,10.986
0.454,-0.842,0.160,-3.479,-16.724,13.306
0.458,-0.799,0.184,-0.977,-14.465,13.916
0.452,-0.803,0.120,3.357,-9.583,12.085
0.448,-0.825,0.063,4.456,-8.179,9.521
0.434,-0.851,0.083,2.197,-12.024,9.094
0.441,-0.873,0.112,1.099,-15.625,11.047
0.472,-0.854,0.155,1.160,-17.029,15.198
0.501,-0.790,0.209,0.916,-15.747,18.799
0.511,-0.777,0.182,3.418,-10.437,17.639
0.512,-0.809,0.124,5.066,-6.226,14.038
0.540,-0.814,0.120,2.930,-6.653,11.902
0.551,-0.779,0.165,-0.732,-8.667,10.010
0.554,-0.728,0.240,-4.150,-7.751,6.409
0.589,-0.679,0.299,-2.991,-1.587,0.732
0.553,-0.687,0.201,2.869,10.010,-8.118
0.509,-0.803,0.064,2.747,17.395,-18.860
0.495,-0.892,0.035,-1.953,14.282,-23.376
0.480,-0.935,0.101,-5.310,7.629,-21.057
0.454,-0.984,0.126,-6.042,5.615,-15.625
0.483,-1.025,0.107,-2.197,6.409,-7.385
0.501,-0.947,0.119,2.258,7.385,2.563
0.492,-0.867,0.108,3.723,9.338,6.592
0.452,-0.873,0.056,1.953,11.536,3.357
0.453,-0.930,-0.004,-1.343,11.047,-1.282
0.448,-0.950,0.011,-1.160,6.409,-2.625
0.453,-0.957,0.070,-2.930,1.831,-2.014
0.453,-0.951,0.090,-2.869,1.160,-0.793
0.439,-0.936,0.086,-0.488,2.502,1.221
0.442,-0.929,0.075,4.761,2.869,4.089
0.483,-0.934,0.082,5.920,2.808,6.775
0.473,-0.939,0.069,4.883,3.296,8.362
0.458,-0.904,0.056,3.052,2.991,9.460
0.453,-0.866,0.051,2.197,1.526,9.277
0.434,-0.884,0.056,1.648,-0.427,6.775
0.445,-0.921,0.115,0.366,-2.014,4.822
0.447,-0.920,0.116,1.648,-1.099,5.859
0.440,-0.910,0.061,2.808,0.610,7.568
0.438,-0.881,0.052,1.709,-0.732,8.972
0.433,-0.865,0.095,-0.366,-3.967,9.644
0.443,-0.892,0.123,-2.686,-5.432,9.460
0.464,-0.914,0.123,-4.761,-4.211,11.047
0.468,-0.888,0.111,-7.629,-2.869,14.160
0.466,-0.845,0.103,-8.545,-2.502,15.930
0.465,-0.797,0.125,-7.446,-3.174,15.625
0.486,-0.765,0.148,-5.066,-2.869,13.000
0.490,-0.758,0.125,-1.770,-1.221,8.179
0.484,-0.800,0.104,1.526,-0.427,2.197
0.470,-0.844,0.111,1.099,-1.160,-1.404
0.465,-0.853,0.128,-1.160,-1.648,-2.014
0.469,-0.854,0.122,-3.174,-1.343,-1.160
0.475,-0.842,0.114,-0.488,-1.221,-0.061
0.490,-0.850,0.136,0.732,-1.526,0.549
0.500,-0.864,0.127,1.099,-0.977,0.793
0.508,-0.856,0.117,0.671,-0.366,1.709
-0.079,2.054,-0.593,10.437,17.822,-164.001
-0.099,1.795,-0.612,-5.981,-1.892,-217.163
-0.120,1.292,-0.459,-18.066,-23.621,-269.531
-0.051,0.969,-0.375,-28.870,-38.147,-285.889
-0.006,0.734,-0.192,-31.067,-49.133,-280.701
0.042,0.692,-0.006,-29.175,-51.697,-264.404
0.106,0.576,-0.006,-8.606,-40.710,-252.319
0.183,0.434,-0.093,1.587,-28.137,-245.911
0.253,0.387,-0.137,-1.648,-23.315,-234.985
0.284,0.402,-0.111,-7.812,-24.170,-222.290
0.327,0.475,-0.068,-16.174,-24.231,-213.135
0.349,0.601,-0.101,-23.254,-21.667,-210.693
0.356,0.709,-0.199,-24.292,-20.081,-218.567
0.379,0.715,-0.207,-21.851,-27.832,-237.000
0.387,0.588,-0.179,-15.076,-40.466,-261.658
0.408,0.389,-0.119,-14.038,-53.833,-282.532
0.489,0.167,0.004,-22.522,-64.758,-288.818
0.608,0.018,0.177,-34.119,-69.641,-276.672
0.673,-0.010,0.254,-44.128,-61.829,-249.695
0.749,0.183,0.238,-53.040,-46.875,-219.360
0.681,0.299,0.088,-49.072,-32.898,-205.139
0.678,0.212,-0.078,-38.818,-27.832,-208.740
0.695,0.162,-0.056,-41.138,-36.377,-213.867
0.697,0.312,0.026,-47.729,-45.227,-217.285
0.615,0.398,0.010,-49.744,-46.936,-232.239
0.531,0.291,-0.033,-50.781,-46.814,-258.606
0.476,0.296,-0.050,-49.072,-51.147,-279.602
0.344,0.030,-0.098,-38.696,-57.495,-302.551
0.772,-0.405,-0.038,-24.475,-67.261,-315.979
0.262,-0.453,-0.158,37.415,-78.064,-306.519
0.031,-0.712,0.050,35.095,-88.135,-288.452
0.409,-0.830,0.350,-4.700,-89.661,-266.724
0.581,-0.806,0.301,-6.348,-73.669,-237.976
0.700,-0.927,0.202,-0.854,-55.725,-215.698
0.800,-0.833,0.280,-5.859,-50.598,-189.880
0.828,-0.715,0.288,-11.230,-42.786,-167.603
0.773,-0.566,0.163,-17.029,-32.166,-154.053
0.727,-0.534,0.089,-18.372,-29.053,-149.231
0.680,-0.591,0.110,-23.071,-32.104,-149.963
0.623,-0.577,0.093,-27.649,-34.058,-146.973
0.607,-0.641,0.014,-35.217,-35.706,-144.043
0.583,-0.700,0.129,-42.786,-42.175,-139.709
0.578,-0.702,0.231,-34.790,-45.776,-132.568
0.542,-0.762,0.131,-26.978,-39.673,-128.784
0.504,-0.826,0.043,-23.071,-38.452,-124.756
0.475,-0.955,0.064,-22.522,-46.021,-118.774
0.497,-1.019,0.136,-26.306,-53.955,-108.887
0.537,-0.976,0.177,-23.682,-57.129,-96.191
0.554,-0.934,0.178,-12.024,-56.702,-88.867
0.548,-1.022,0.155,-0.610,-56.274,-88.257
0.555,-1.122,0.191,3.113,-57.800,-84.961
0.609,-1.018,0.259,6.470,-58.044,-73.914
0.646,-0.834,0.273,12.695,-53.711,-67.566
0.654,-0.756,0.223,19.836,-47.424,-74.341
0.640,-0.802,0.199,28.809,-44.128,-86.182
0.648,-0.915,0.241,28.381,-43.274,-93.689
0.640,-0.900,0.237,25.574,-40.161,-92.041
0.629,-0.898,0.221,21.851,-36.133,-88.318
0.621,-0.925,0.226,15.381,-32.654,-86.304
0.608,-0.895,0.219,9.888,-29.480,-83.130
0.581,-0.925,0.193,8.240,-26.123,-81.726
0.568,-0.959,0.158,5.859,-24.841,-80.566
0.561,-0.902,0.142,2.991,-26.184,-77.576
0.548,-0.839,0.120,0.488,-29.053,-78.613
0.542,-0.890,0.124,-1.343,-33.264,-85.632
0.530,-0.981,0.157,-2.258,-38.025,-91.980
0.513,-1.189,0.215,-0.549,-40.344,-92.285
0.514,-1.281,0.290,-5.615,-37.842,-81.116
0.512,-1.216,0.269,-7.690,-29.419,-61.829
0.497,-1.118,0.234,-4.822,-20.447,-46.997
0.499,-1.087,0.207,-1.404,-15.259,-39.734
0.496,-1.053,0.195,1.526,-12.756,-36.011
0.485,-1.014,0.184,5.493,-11.414,-34.241
0.467,-1.066,0.198,11.230,-11.597,-34.424
0.459,-1.173,0.227,11.230,-10.925,-31.250
0.459,-1.164,0.221,6.836,-8.606,-19.043
0.467,-1.102,0.203,3.845,-6.714,-5.127
0.459,-1.097,0.220,3.784,-6.409,5.066
0.460,-1.141,0.269,3.418,-5.615,14.954
0.447,-0.989,0.236,0.549,-1.953,28.503
0.449,-0.847,0.170,0.549,0.793,34.607
0.447,-0.854,0.171,1.221,-0.793,29.297
0.441,-0.894,0.208,0.549,-3.601,23.071
0.431,-0.948,0.228,2.197,-4.150,22.644
0.417,-0.978,0.214,4.395,-2.625,27.039
0.421,-0.873,0.209,2.014,-2.197,34.973
0.456,-0.751,0.216,0.854,-2.502,38.513
0.480,-0.699,0.203,1.892,-2.808,33.142
0.480,-0.709,0.194,1.587,-4.211,22.705
0.465,-0.744,0.201,0.793,-6.958,13.123
0.475,-0.788,0.241,-0.427,-9.216,6.470
0.474,-0.813,0.311,0.793,-9.460,4.456
0.479,-0.779,0.291,6.042,-4.578,5.920
0.500,-0.722,0.238,8.240,-0.305,6.226
0.502,-0.704,0.221,7.996,0.732,2.075
0.495,-0.721,0.217,7.263,0.244,-4.578
0.473,-0.763,0.205,8.240,-0.366,-10.681
0.450,-0.811,0.188,10.864,-1.404,-14.282
0.459,-0.906,0.203,12.268,-2.808,-13.855
0.487,-1.067,0.280,6.897,-3.174,-8.240
0.493,-0.983,0.292,-1.221,1.343,5.554
0.481,-0.831,0.206,-2.075,8.484,16.357
0.462,-0.805,0.149,-0.305,10.498,13.977
0.455,-0.814,0.169,-0.488,7.202,6.958
0.463,-0.816,0.198,-2.075,4.456,1.587
0.464,-0.858,0.216,-2.686,3.967,-2.380
0.458,-0.901,0.225,-2.014,5.249,-3.723
0.443,-0.940,0.213,0.305,7.629,-2.136
0.435,-0.955,0.204,-0.732,10.010,1.221
0.426,-0.911,0.175,-1.038,11.475,6.104
0.418,-0.878,0.158,1.038,11.230,7.568
0.417,-0.917,0.142,2.441,9.338,5.066
0.422,-0.955,0.140,3.479,6.714,3.601
0.423,-0.925,0.164,6.714,3.418,5.554
0.404,-0.888,0.161,9.155,1.953,5.981
0.419,-0.877,0.152,10.132,0.793,5.432
0.453,-0.878,0.169,10.742,-1.343,5.249
0.476,-0.890,0.195,8.240,-2.930,4.272
0.475,-0.921,0.200,5.676,-2.563,4.028
